pais,año,indicador,valor,fecha_extraccion
Colombia,2024,GDP (current US$),418818154879.271,2026-02-26T15:59:13.781917
Colombia,2023,GDP (current US$),366291836137.916,2026-02-26T15:59:13.781937
Colombia,2022,GDP (current US$),345632492851.448,2026-02-26T15:59:13.781943
Colombia,2021,GDP (current US$),318524633225.395,2026-02-26T15:59:13.781946
Colombia,2020,GDP (current US$),270348342541.465,2026-02-26T15:59:13.781950
Colombia,2019,GDP (current US$),323031701192.84,2026-02-26T15:59:13.781953
Colombia,2018,GDP (current US$),334198218098.276,2026-02-26T15:59:13.781956
Colombia,2017,GDP (current US$),311866875156.879,2026-02-26T15:59:13.781959
Colombia,2016,GDP (current US$),282720100286.228,2026-02-26T15:59:13.781962
Colombia,2015,GDP (current US$),293492370193.166,2026-02-26T15:59:13.781967
Colombia,2014,GDP (current US$),381240864422.407,2026-02-26T15:59:13.781970
Colombia,2013,GDP (current US$),382093697077.685,2026-02-26T15:59:13.781973
Colombia,2012,GDP (current US$),370691143018.039,2026-02-26T15:59:13.781976
Colombia,2011,GDP (current US$),334966134804.887,2026-02-26T15:59:13.781979
Colombia,2010,GDP (current US$),286498534094.963,2026-02-26T15:59:13.781981
Colombia,2009,GDP (current US$),232468663109.595,2026-02-26T15:59:13.781984
Colombia,2008,GDP (current US$),242504150472.931,2026-02-26T15:59:13.781987
Colombia,2007,GDP (current US$),206229540926.312,2026-02-26T15:59:13.781990
Colombia,2006,GDP (current US$),161792958904.864,2026-02-26T15:59:13.781993
Colombia,2005,GDP (current US$),145600529605.803,2026-02-26T15:59:13.781997
Colombia,2004,GDP (current US$),117092416666.245,2026-02-26T15:59:13.782000
Colombia,2003,GDP (current US$),94644969157.0987,2026-02-26T15:59:13.782003
Colombia,2002,GDP (current US$),97945812802.8882,2026-02-26T15:59:13.782006
Colombia,2001,GDP (current US$),98200641203.3892,2026-02-26T15:59:13.782009
Colombia,2000,GDP (current US$),99875074951.0278,2026-02-26T15:59:13.782011
Colombia,1999,GDP (current US$),86186158684.7685,2026-02-26T15:59:13.782014
Colombia,1998,GDP (current US$),98443739941.1664,2026-02-26T15:59:13.782017
Colombia,1997,GDP (current US$),106659508271.255,2026-02-26T15:59:13.782020
Colombia,1996,GDP (current US$),97160109277.8087,2026-02-26T15:59:13.782023
Colombia,1995,GDP (current US$),92507279383.0387,2026-02-26T15:59:13.782026
Colombia,1994,GDP (current US$),81703500846.0364,2026-02-26T15:59:13.782028
Colombia,1993,GDP (current US$),66446804802.5747,2026-02-26T15:59:13.782031
Colombia,1992,GDP (current US$),58418985443.3172,2026-02-26T15:59:13.782034
Colombia,1991,GDP (current US$),49175565911.0655,2026-02-26T15:59:13.782037
Colombia,1990,GDP (current US$),47844090709.9908,2026-02-26T15:59:13.782039
Colombia,1989,GDP (current US$),39540080200.3938,2026-02-26T15:59:13.782042
Colombia,1988,GDP (current US$),39212550050.4223,2026-02-26T15:59:13.782045
Colombia,1987,GDP (current US$),36373307085.0887,2026-02-26T15:59:13.782050
Colombia,1986,GDP (current US$),34942489683.9712,2026-02-26T15:59:13.782053
Colombia,1985,GDP (current US$),34894411351.983,2026-02-26T15:59:13.782055
Colombia,1984,GDP (current US$),38253120737.9671,2026-02-26T15:59:13.782058
Colombia,1983,GDP (current US$),38729822781.5997,2026-02-26T15:59:13.782061
Colombia,1982,GDP (current US$),38968039721.748,2026-02-26T15:59:13.782064
Colombia,1981,GDP (current US$),36388366869.0309,2026-02-26T15:59:13.782067
Colombia,1980,GDP (current US$),33400735644.0481,2026-02-26T15:59:13.782070
Colombia,1979,GDP (current US$),27940411250.2732,2026-02-26T15:59:13.782072
Colombia,1978,GDP (current US$),23263511958.0509,2026-02-26T15:59:13.782075
Colombia,1977,GDP (current US$),19470960619.1297,2026-02-26T15:59:13.782078
Colombia,1976,GDP (current US$),15341403660.4698,2026-02-26T15:59:13.782083
Colombia,1975,GDP (current US$),13098633901.8673,2026-02-26T15:59:14.155696
Colombia,1974,GDP (current US$),12370029583.6419,2026-02-26T15:59:14.155707
Colombia,1973,GDP (current US$),10315760000.3394,2026-02-26T15:59:14.155723
Colombia,1972,GDP (current US$),8671358732.68486,2026-02-26T15:59:14.155724
Colombia,1971,GDP (current US$),7820380970.53674,2026-02-26T15:59:14.155726
Colombia,1970,GDP (current US$),7198360460.19887,2026-02-26T15:59:14.155727
Colombia,1969,GDP (current US$),6450175213.74923,2026-02-26T15:59:14.155728
Colombia,1968,GDP (current US$),5960212869.12968,2026-02-26T15:59:14.155730
Colombia,1967,GDP (current US$),5825170438.48704,2026-02-26T15:59:14.155731
Colombia,1966,GDP (current US$),5428518518.51852,2026-02-26T15:59:14.155732
Colombia,1965,GDP (current US$),5760761904.7619,2026-02-26T15:59:14.155733
Colombia,1964,GDP (current US$),5973366666.66667,2026-02-26T15:59:14.155735
Colombia,1963,GDP (current US$),4836166666.66667,2026-02-26T15:59:14.155736
Colombia,1962,GDP (current US$),4955543963.36869,2026-02-26T15:59:14.155737
Colombia,1961,GDP (current US$),4540447761.19403,2026-02-26T15:59:14.155738
Colombia,1960,GDP (current US$),4031152976.63904,2026-02-26T15:59:14.155739
Colombia,2024,"Inflation, consumer prices (annual %)",6.60908593728228,2026-02-26T15:59:14.470890
Colombia,2023,"Inflation, consumer prices (annual %)",11.7359044948689,2026-02-26T15:59:14.470904
Colombia,2022,"Inflation, consumer prices (annual %)",10.1772313546166,2026-02-26T15:59:14.470907
Colombia,2021,"Inflation, consumer prices (annual %)",3.49505757399448,2026-02-26T15:59:14.470910
Colombia,2020,"Inflation, consumer prices (annual %)",2.52663500084706,2026-02-26T15:59:14.470912
Colombia,2019,"Inflation, consumer prices (annual %)",3.52301932741447,2026-02-26T15:59:14.470914
Colombia,2018,"Inflation, consumer prices (annual %)",3.24056932930569,2026-02-26T15:59:14.470916
Colombia,2017,"Inflation, consumer prices (annual %)",4.31431325695011,2026-02-26T15:59:14.470919
Colombia,2016,"Inflation, consumer prices (annual %)",7.51346024627675,2026-02-26T15:59:14.470921
Colombia,2015,"Inflation, consumer prices (annual %)",4.9898311584953,2026-02-26T15:59:14.470923
Colombia,2014,"Inflation, consumer prices (annual %)",2.89883787761738,2026-02-26T15:59:14.470925
Colombia,2013,"Inflation, consumer prices (annual %)",2.01699224310383,2026-02-26T15:59:14.470927
Colombia,2012,"Inflation, consumer prices (annual %)",3.16930188840055,2026-02-26T15:59:14.470930
Colombia,2011,"Inflation, consumer prices (annual %)",3.4150334477625,2026-02-26T15:59:14.470932
Colombia,2010,"Inflation, consumer prices (annual %)",2.27200227892008,2026-02-26T15:59:14.470934
Colombia,2009,"Inflation, consumer prices (annual %)",4.20251661216482,2026-02-26T15:59:14.470937
Colombia,2008,"Inflation, consumer prices (annual %)",6.99688495554511,2026-02-26T15:59:14.470939
Colombia,2007,"Inflation, consumer prices (annual %)",5.54438485815156,2026-02-26T15:59:14.470941
Colombia,2006,"Inflation, consumer prices (annual %)",4.29342363628927,2026-02-26T15:59:14.470943
Colombia,2005,"Inflation, consumer prices (annual %)",5.05101962689696,2026-02-26T15:59:14.470945
Colombia,2004,"Inflation, consumer prices (annual %)",5.90402005546502,2026-02-26T15:59:14.470947
Colombia,2003,"Inflation, consumer prices (annual %)",7.1297886294186,2026-02-26T15:59:14.470949
Colombia,2002,"Inflation, consumer prices (annual %)",6.35150728778872,2026-02-26T15:59:14.470952
Colombia,2001,"Inflation, consumer prices (annual %)",7.96556090304834,2026-02-26T15:59:14.470954
Colombia,2000,"Inflation, consumer prices (annual %)",9.22534818585366,2026-02-26T15:59:14.470956
Colombia,1999,"Inflation, consumer prices (annual %)",10.8736870857471,2026-02-26T15:59:14.470958
Colombia,1998,"Inflation, consumer prices (annual %)",18.6769799276672,2026-02-26T15:59:14.470960
Colombia,1997,"Inflation, consumer prices (annual %)",18.4700217119089,2026-02-26T15:59:14.470962
Colombia,1996,"Inflation, consumer prices (annual %)",20.7975755127402,2026-02-26T15:59:14.470965
Colombia,1995,"Inflation, consumer prices (annual %)",20.8917930194849,2026-02-26T15:59:14.470967
Colombia,1994,"Inflation, consumer prices (annual %)",22.8462417553045,2026-02-26T15:59:14.470969
Colombia,1993,"Inflation, consumer prices (annual %)",22.4424828533275,2026-02-26T15:59:14.470971
Colombia,1992,"Inflation, consumer prices (annual %)",27.0106266231361,2026-02-26T15:59:14.470973
Colombia,1991,"Inflation, consumer prices (annual %)",30.3878204854436,2026-02-26T15:59:14.470976
Colombia,1990,"Inflation, consumer prices (annual %)",29.1520245976215,2026-02-26T15:59:14.470978
Colombia,1989,"Inflation, consumer prices (annual %)",25.8675480831988,2026-02-26T15:59:14.470982
Colombia,1988,"Inflation, consumer prices (annual %)",28.1083969771704,2026-02-26T15:59:14.470986
Colombia,1987,"Inflation, consumer prices (annual %)",23.302028364018,2026-02-26T15:59:14.470988
Colombia,1986,"Inflation, consumer prices (annual %)",18.8424631612406,2026-02-26T15:59:14.470990
Colombia,1985,"Inflation, consumer prices (annual %)",24.090174368125,2026-02-26T15:59:14.470993
Colombia,1984,"Inflation, consumer prices (annual %)",16.1616171361426,2026-02-26T15:59:14.470995
Colombia,1983,"Inflation, consumer prices (annual %)",19.5973170624765,2026-02-26T15:59:14.470997
Colombia,1982,"Inflation, consumer prices (annual %)",24.7209882528585,2026-02-26T15:59:14.471000
Colombia,1981,"Inflation, consumer prices (annual %)",27.4537624347993,2026-02-26T15:59:14.471002
Colombia,1980,"Inflation, consumer prices (annual %)",26.5526531495356,2026-02-26T15:59:14.471004
Colombia,1979,"Inflation, consumer prices (annual %)",24.1340757440455,2026-02-26T15:59:14.471006
Colombia,1978,"Inflation, consumer prices (annual %)",17.7631590853462,2026-02-26T15:59:14.471009
Colombia,1977,"Inflation, consumer prices (annual %)",33.802818357982,2026-02-26T15:59:14.471012
Colombia,1976,"Inflation, consumer prices (annual %)",19.8312249167931,2026-02-26T15:59:14.471015
Colombia,1975,"Inflation, consumer prices (annual %)",23.4375025650554,2026-02-26T15:59:14.719928
Colombia,1974,"Inflation, consumer prices (annual %)",23.8709573656697,2026-02-26T15:59:14.719937
Colombia,1973,"Inflation, consumer prices (annual %)",22.5296486781843,2026-02-26T15:59:14.719939
Colombia,1972,"Inflation, consumer prices (annual %)",12.4444589907729,2026-02-26T15:59:14.719940
Colombia,1971,"Inflation, consumer prices (annual %)",11.9402616979216,2026-02-26T15:59:14.719941
Colombia,1970,"Inflation, consumer prices (annual %)",6.90862275848241,2026-02-26T15:59:14.719942
Colombia,1969,"Inflation, consumer prices (annual %)",6.98166307955375,2026-02-26T15:59:14.719943
Colombia,1968,"Inflation, consumer prices (annual %)",7.4475387831777,2026-02-26T15:59:14.719945
Colombia,1967,"Inflation, consumer prices (annual %)",8.32819136425948,2026-02-26T15:59:14.719946
Colombia,1966,"Inflation, consumer prices (annual %)",16.7281682748598,2026-02-26T15:59:14.719947
Colombia,1965,"Inflation, consumer prices (annual %)",7.5906836693158,2026-02-26T15:59:14.719948
Colombia,1964,"Inflation, consumer prices (annual %)",17.0724352164554,2026-02-26T15:59:14.719949
Colombia,1963,"Inflation, consumer prices (annual %)",26.3554355250467,2026-02-26T15:59:14.719951
Colombia,1962,"Inflation, consumer prices (annual %)",4.6970939506247,2026-02-26T15:59:14.719952
Colombia,1961,"Inflation, consumer prices (annual %)",8.28319045648716,2026-02-26T15:59:14.719953
Colombia,1960,"Inflation, consumer prices (annual %)",5.81407628204986,2026-02-26T15:59:14.719954
Argentina,2024,GDP (current US$),638365455340.04,2026-02-26T15:59:15.103946
Argentina,2023,GDP (current US$),649461687959.174,2026-02-26T15:59:15.103972
Argentina,2022,GDP (current US$),633993756301.08,2026-02-26T15:59:15.103976
Argentina,2021,GDP (current US$),486564085480.036,2026-02-26T15:59:15.103980
Argentina,2020,GDP (current US$),385740508436.965,2026-02-26T15:59:15.103983
Argentina,2019,GDP (current US$),447754683615.225,2026-02-26T15:59:15.103987
Argentina,2018,GDP (current US$),524819892360.176,2026-02-26T15:59:15.103990
Argentina,2017,GDP (current US$),643628393281.364,2026-02-26T15:59:15.103993
Argentina,2016,GDP (current US$),557532320662.955,2026-02-26T15:59:15.103996
Argentina,2015,GDP (current US$),594749285413.212,2026-02-26T15:59:15.104000
Argentina,2014,GDP (current US$),526319673731.638,2026-02-26T15:59:15.104003
Argentina,2013,GDP (current US$),552025140252.246,2026-02-26T15:59:15.104006
Argentina,2012,GDP (current US$),545982375701.128,2026-02-26T15:59:15.104009
Argentina,2011,GDP (current US$),530158122010.442,2026-02-26T15:59:15.104012
Argentina,2010,GDP (current US$),423627422092.49,2026-02-26T15:59:15.104015
Argentina,2009,GDP (current US$),332976484577.619,2026-02-26T15:59:15.104018
Argentina,2008,GDP (current US$),361558037110.419,2026-02-26T15:59:15.104021
Argentina,2007,GDP (current US$),287530508430.568,2026-02-26T15:59:15.104024
Argentina,2006,GDP (current US$),232557260817.308,2026-02-26T15:59:15.104027
Argentina,2005,GDP (current US$),198737095012.282,2026-02-26T15:59:15.104032
Argentina,2004,GDP (current US$),164657930452.787,2026-02-26T15:59:15.104035
Argentina,2003,GDP (current US$),127586973492.177,2026-02-26T15:59:15.104039
Argentina,2002,GDP (current US$),97724004251.8602,2026-02-26T15:59:15.104042
Argentina,2001,GDP (current US$),268696750000.0,2026-02-26T15:59:15.104045
Argentina,2000,GDP (current US$),284203750000.0,2026-02-26T15:59:15.104048
Argentina,1999,GDP (current US$),283523000000.0,2026-02-26T15:59:15.104051
Argentina,1998,GDP (current US$),298948250000.0,2026-02-26T15:59:15.104054
Argentina,1997,GDP (current US$),292859000000.0,2026-02-26T15:59:15.104058
Argentina,1996,GDP (current US$),272149750000.0,2026-02-26T15:59:15.104061
Argentina,1995,GDP (current US$),258031750000.0,2026-02-26T15:59:15.104064
Argentina,1994,GDP (current US$),257440000000.0,2026-02-26T15:59:15.104067
Argentina,1993,GDP (current US$),236741715015.015,2026-02-26T15:59:15.104073
Argentina,1992,GDP (current US$),228778917308.17,2026-02-26T15:59:15.104077
Argentina,1991,GDP (current US$),189719984268.485,2026-02-26T15:59:15.104080
Argentina,1990,GDP (current US$),141352654305.163,2026-02-26T15:59:15.104083
Argentina,1989,GDP (current US$),76629728760.123,2026-02-26T15:59:15.104087
Argentina,1988,GDP (current US$),126890235049.092,2026-02-26T15:59:15.104090
Argentina,1987,GDP (current US$),108810885301.253,2026-02-26T15:59:15.104093
Argentina,1986,GDP (current US$),105872372613.857,2026-02-26T15:59:15.104096
Argentina,1985,GDP (current US$),88150891728.1064,2026-02-26T15:59:15.104099
Argentina,1984,GDP (current US$),116915052107.031,2026-02-26T15:59:15.104102
Argentina,1983,GDP (current US$),103979106777.911,2026-02-26T15:59:15.104106
Argentina,1982,GDP (current US$),84307486836.724,2026-02-26T15:59:15.104109
Argentina,1981,GDP (current US$),78676842366.5529,2026-02-26T15:59:15.104113
Argentina,1980,GDP (current US$),76961923741.0701,2026-02-26T15:59:15.104116
Argentina,1979,GDP (current US$),69252328951.6441,2026-02-26T15:59:15.104120
Argentina,1978,GDP (current US$),89049453088.3282,2026-02-26T15:59:15.104123
Argentina,1977,GDP (current US$),56781000101.0848,2026-02-26T15:59:15.104126
Argentina,1976,GDP (current US$),51169499892.1722,2026-02-26T15:59:15.104129
Argentina,1975,GDP (current US$),52438647921.9226,2026-02-26T15:59:15.682928
Argentina,1974,GDP (current US$),72436777342.4554,2026-02-26T15:59:15.682951
Argentina,1973,GDP (current US$),52544000116.9037,2026-02-26T15:59:15.682955
Argentina,1972,GDP (current US$),34733000536.2862,2026-02-26T15:59:15.682958
Argentina,1971,GDP (current US$),33293199095.4881,2026-02-26T15:59:15.682962
Argentina,1970,GDP (current US$),31584210365.5447,2026-02-26T15:59:15.682965
Argentina,1969,GDP (current US$),31256284543.6155,2026-02-26T15:59:15.682968
Argentina,1968,GDP (current US$),26436857247.4982,2026-02-26T15:59:15.682971
Argentina,1967,GDP (current US$),24256667553.2569,2026-02-26T15:59:15.682974
Argentina,1966,GDP (current US$),28630474727.9023,2026-02-26T15:59:15.682977
Argentina,1965,GDP (current US$),28344705966.6389,2026-02-26T15:59:15.682980
Argentina,1964,GDP (current US$),25605249381.7597,2026-02-26T15:59:15.682983
Argentina,1963,GDP (current US$),18272123664.4715,2026-02-26T15:59:15.682986
Argentina,1962,GDP (current US$),18337691145.3688,2026-02-26T15:59:15.682989
Argentina,1961,GDP (current US$),20132220374.9093,2026-02-26T15:59:15.682992
Argentina,1960,GDP (current US$),15865474315.4056,2026-02-26T15:59:15.682995
Argentina,2024,"Inflation, consumer prices (annual %)",219.883929014578,2026-02-26T15:59:16.013480
Argentina,2023,"Inflation, consumer prices (annual %)",133.488935594175,2026-02-26T15:59:16.013493
Argentina,2022,"Inflation, consumer prices (annual %)",72.430757531824,2026-02-26T15:59:16.013494
Argentina,2021,"Inflation, consumer prices (annual %)",48.4093786255199,2026-02-26T15:59:16.013495
Argentina,2020,"Inflation, consumer prices (annual %)",42.0150947376509,2026-02-26T15:59:16.013496
Argentina,2019,"Inflation, consumer prices (annual %)",53.5483043492339,2026-02-26T15:59:16.013498
Argentina,2018,"Inflation, consumer prices (annual %)",34.2772237131003,2026-02-26T15:59:16.013499
Brazil,2024,GDP (current US$),2185821648943.86,2026-02-26T15:59:16.574281
Brazil,2023,GDP (current US$),2191131869706.02,2026-02-26T15:59:16.574291
Brazil,2022,GDP (current US$),1951923832083.87,2026-02-26T15:59:16.574292
Brazil,2021,GDP (current US$),1670647464062.96,2026-02-26T15:59:16.574293
Brazil,2020,GDP (current US$),1476107292151.95,2026-02-26T15:59:16.574294
Brazil,2019,GDP (current US$),1873288158838.63,2026-02-26T15:59:16.574295
Brazil,2018,GDP (current US$),1916933708352.71,2026-02-26T15:59:16.574296
Brazil,2017,GDP (current US$),2063514688805.78,2026-02-26T15:59:16.574297
Brazil,2016,GDP (current US$),1795693265999.04,2026-02-26T15:59:16.574298
Brazil,2015,GDP (current US$),1802211999456.42,2026-02-26T15:59:16.574299
Brazil,2014,GDP (current US$),2456043766032.38,2026-02-26T15:59:16.574300
Brazil,2013,GDP (current US$),2472819362043.74,2026-02-26T15:59:16.574301
Brazil,2012,GDP (current US$),2465228293706.86,2026-02-26T15:59:16.574302
Brazil,2011,GDP (current US$),2616156606579.21,2026-02-26T15:59:16.574303
Brazil,2010,GDP (current US$),2208838108484.35,2026-02-26T15:59:16.574304
Brazil,2009,GDP (current US$),1666996294252.12,2026-02-26T15:59:16.574306
Brazil,2008,GDP (current US$),1695855391757.96,2026-02-26T15:59:16.574307
Brazil,2007,GDP (current US$),1397114247188.89,2026-02-26T15:59:16.574308
Brazil,2006,GDP (current US$),1107626711163.23,2026-02-26T15:59:16.574309
Brazil,2005,GDP (current US$),891633826625.407,2026-02-26T15:59:16.574310
Brazil,2004,GDP (current US$),669289321944.512,2026-02-26T15:59:16.574311
Brazil,2003,GDP (current US$),558233724164.711,2026-02-26T15:59:16.574312
Brazil,2002,GDP (current US$),509795270685.19,2026-02-26T15:59:16.574313
Brazil,2001,GDP (current US$),559983704094.17,2026-02-26T15:59:16.574314
Brazil,2000,GDP (current US$),655448188259.351,2026-02-26T15:59:16.574315
Brazil,1999,GDP (current US$),599642075004.471,2026-02-26T15:59:16.574316
Brazil,1998,GDP (current US$),863711007325.493,2026-02-26T15:59:16.574317
Brazil,1997,GDP (current US$),883206452795.124,2026-02-26T15:59:16.574318
Brazil,1996,GDP (current US$),850426433004.077,2026-02-26T15:59:16.574319
Brazil,1995,GDP (current US$),769333330411.575,2026-02-26T15:59:16.574320
Brazil,1994,GDP (current US$),525369851353.742,2026-02-26T15:59:16.574321
Brazil,1993,GDP (current US$),368295778245.09,2026-02-26T15:59:16.574322
Brazil,1992,GDP (current US$),328187960871.951,2026-02-26T15:59:16.574323
Brazil,1991,GDP (current US$),342609231342.783,2026-02-26T15:59:16.574324
Brazil,1990,GDP (current US$),390725626002.866,2026-02-26T15:59:16.574325
Brazil,1989,GDP (current US$),412990820287.42,2026-02-26T15:59:16.574326
Brazil,1988,GDP (current US$),307881930752.268,2026-02-26T15:59:16.574328
Brazil,1987,GDP (current US$),283056836893.838,2026-02-26T15:59:16.574329
Brazil,1986,GDP (current US$),256480852471.129,2026-02-26T15:59:16.574330
Brazil,1985,GDP (current US$),210879844638.877,2026-02-26T15:59:16.574331
Brazil,1984,GDP (current US$),188339974086.58,2026-02-26T15:59:16.574332
Brazil,1983,GDP (current US$),189656506321.431,2026-02-26T15:59:16.574333
Brazil,1982,GDP (current US$),271314113768.417,2026-02-26T15:59:16.574334
Brazil,1981,GDP (current US$),258015174748.648,2026-02-26T15:59:16.574335
Brazil,1980,GDP (current US$),237393489892.637,2026-02-26T15:59:16.574336
Brazil,1979,GDP (current US$),221338204480.222,2026-02-26T15:59:16.574337
Brazil,1978,GDP (current US$),200278646123.581,2026-02-26T15:59:16.574338
Brazil,1977,GDP (current US$),176344101401.941,2026-02-26T15:59:16.574339
Brazil,1976,GDP (current US$),153168949208.207,2026-02-26T15:59:16.574340
Brazil,1975,GDP (current US$),129203555238.827,2026-02-26T15:59:16.871919
Brazil,1974,GDP (current US$),109794519727.538,2026-02-26T15:59:16.871929
Brazil,1973,GDP (current US$),83592275862.9982,2026-02-26T15:59:16.871930
Brazil,1972,GDP (current US$),58434858374.8696,2026-02-26T15:59:16.871931
Brazil,1971,GDP (current US$),48869830901.7878,2026-02-26T15:59:16.871932
Brazil,1970,GDP (current US$),42327664793.6934,2026-02-26T15:59:16.871934
Brazil,1969,GDP (current US$),37171640818.5863,2026-02-26T15:59:16.871935
Brazil,1968,GDP (current US$),33930457425.2613,2026-02-26T15:59:16.871936
Brazil,1967,GDP (current US$),31086389194.961,2026-02-26T15:59:16.871937
Brazil,1966,GDP (current US$),28283323733.1114,2026-02-26T15:59:16.871938
Brazil,1965,GDP (current US$),22465522884.0988,2026-02-26T15:59:16.871939
Brazil,1964,GDP (current US$),20963733694.9749,2026-02-26T15:59:16.871940
Brazil,1963,GDP (current US$),23287712878.2002,2026-02-26T15:59:16.871942
Brazil,1962,GDP (current US$),19231747851.5332,2026-02-26T15:59:16.871943
Brazil,1961,GDP (current US$),17275940449.3837,2026-02-26T15:59:16.871944
Brazil,1960,GDP (current US$),17030465539.3906,2026-02-26T15:59:16.871945
Brazil,2024,"Inflation, consumer prices (annual %)",4.36746407652337,2026-02-26T15:59:17.205442
Brazil,2023,"Inflation, consumer prices (annual %)",4.59356282283204,2026-02-26T15:59:17.205452
Brazil,2022,"Inflation, consumer prices (annual %)",9.28010608956873,2026-02-26T15:59:17.205454
Brazil,2021,"Inflation, consumer prices (annual %)",8.30165975585673,2026-02-26T15:59:17.205455
Brazil,2020,"Inflation, consumer prices (annual %)",3.21176803803376,2026-02-26T15:59:17.205456
Brazil,2019,"Inflation, consumer prices (annual %)",3.73297621216894,2026-02-26T15:59:17.205457
Brazil,2018,"Inflation, consumer prices (annual %)",3.66485028376729,2026-02-26T15:59:17.205458
Brazil,2017,"Inflation, consumer prices (annual %)",3.44637335032669,2026-02-26T15:59:17.205459
Brazil,2016,"Inflation, consumer prices (annual %)",8.73914352329393,2026-02-26T15:59:17.205460
Brazil,2015,"Inflation, consumer prices (annual %)",9.02990102416136,2026-02-26T15:59:17.205461
Brazil,2014,"Inflation, consumer prices (annual %)",6.32904015516139,2026-02-26T15:59:17.205462
Brazil,2013,"Inflation, consumer prices (annual %)",6.20431066640101,2026-02-26T15:59:17.205463
Brazil,2012,"Inflation, consumer prices (annual %)",5.40349914036997,2026-02-26T15:59:17.205464
Brazil,2011,"Inflation, consumer prices (annual %)",6.6364496221309,2026-02-26T15:59:17.205465
Brazil,2010,"Inflation, consumer prices (annual %)",5.03872690108075,2026-02-26T15:59:17.205466
Brazil,2009,"Inflation, consumer prices (annual %)",4.88803479876799,2026-02-26T15:59:17.205467
Brazil,2008,"Inflation, consumer prices (annual %)",5.67859390284168,2026-02-26T15:59:17.205474
Brazil,2007,"Inflation, consumer prices (annual %)",3.64127299102652,2026-02-26T15:59:17.205475
Brazil,2006,"Inflation, consumer prices (annual %)",4.18356812896909,2026-02-26T15:59:17.205478
Brazil,2005,"Inflation, consumer prices (annual %)",6.86953720898964,2026-02-26T15:59:17.205479
Brazil,2004,"Inflation, consumer prices (annual %)",6.59718509985963,2026-02-26T15:59:17.205480
Brazil,2003,"Inflation, consumer prices (annual %)",14.7149197228147,2026-02-26T15:59:17.205481
Brazil,2002,"Inflation, consumer prices (annual %)",8.45016437708331,2026-02-26T15:59:17.205482
Brazil,2001,"Inflation, consumer prices (annual %)",6.84035902487523,2026-02-26T15:59:17.205483
Brazil,2000,"Inflation, consumer prices (annual %)",7.04414105947266,2026-02-26T15:59:17.205484
Brazil,1999,"Inflation, consumer prices (annual %)",4.85844749902667,2026-02-26T15:59:17.205485
Brazil,1998,"Inflation, consumer prices (annual %)",3.19507629280052,2026-02-26T15:59:17.205486
Brazil,1997,"Inflation, consumer prices (annual %)",6.92671251629154,2026-02-26T15:59:17.205487
Brazil,1996,"Inflation, consumer prices (annual %)",15.7576656002606,2026-02-26T15:59:17.205488
Brazil,1995,"Inflation, consumer prices (annual %)",66.0070335542481,2026-02-26T15:59:17.205489
Brazil,1994,"Inflation, consumer prices (annual %)",2075.88839757325,2026-02-26T15:59:17.205490
Brazil,1993,"Inflation, consumer prices (annual %)",1927.38079016026,2026-02-26T15:59:17.205491
Brazil,1992,"Inflation, consumer prices (annual %)",951.962053052818,2026-02-26T15:59:17.205492
Brazil,1991,"Inflation, consumer prices (annual %)",432.786661926461,2026-02-26T15:59:17.205493
Brazil,1990,"Inflation, consumer prices (annual %)",2947.732772483,2026-02-26T15:59:17.205494
Brazil,1989,"Inflation, consumer prices (annual %)",1430.7237251472,2026-02-26T15:59:17.205495
Brazil,1988,"Inflation, consumer prices (annual %)",629.114509120897,2026-02-26T15:59:17.205496
Brazil,1987,"Inflation, consumer prices (annual %)",228.336162575513,2026-02-26T15:59:17.205497
Brazil,1986,"Inflation, consumer prices (annual %)",147.142826237604,2026-02-26T15:59:17.205498
Brazil,1985,"Inflation, consumer prices (annual %)",225.989665211895,2026-02-26T15:59:17.205499
Brazil,1984,"Inflation, consumer prices (annual %)",192.121733132051,2026-02-26T15:59:17.205500
Brazil,1983,"Inflation, consumer prices (annual %)",135.027682230473,2026-02-26T15:59:17.205501
Brazil,1982,"Inflation, consumer prices (annual %)",100.54335919485,2026-02-26T15:59:17.205503
Brazil,1981,"Inflation, consumer prices (annual %)",101.725072957927,2026-02-26T15:59:17.205504
Mexico,2024,GDP (current US$),1856365616165.94,2026-02-26T15:59:17.939371
Mexico,2023,GDP (current US$),1798317581486.88,2026-02-26T15:59:17.939386
Mexico,2022,GDP (current US$),1466934724293.06,2026-02-26T15:59:17.939388
Mexico,2021,GDP (current US$),1316569466685.95,2026-02-26T15:59:17.939390
Mexico,2020,GDP (current US$),1121064767308.42,2026-02-26T15:59:17.939392
Mexico,2019,GDP (current US$),1304106203902.45,2026-02-26T15:59:17.939394
Mexico,2018,GDP (current US$),1256300182879.73,2026-02-26T15:59:17.939396
Mexico,2017,GDP (current US$),1190721475906.0,2026-02-26T15:59:17.939398
Mexico,2016,GDP (current US$),1112233497452.7,2026-02-26T15:59:17.939400
Mexico,2015,GDP (current US$),1213294467716.88,2026-02-26T15:59:17.939402
Mexico,2014,GDP (current US$),1364507717614.13,2026-02-26T15:59:17.939404
Mexico,2013,GDP (current US$),1327436290282.67,2026-02-26T15:59:17.939406
Mexico,2012,GDP (current US$),1255110424817.79,2026-02-26T15:59:17.939408
Mexico,2011,GDP (current US$),1229013703416.76,2026-02-26T15:59:17.939409
Mexico,2010,GDP (current US$),1105424238731.09,2026-02-26T15:59:17.939411
